id	source	category	status	requirement	evidence	check
P24-LANG-VAL-004	.internal-dev/specifications/language-core.md#Validation	resolution	PASS	Replacement capture recursion and eager-cycle behavior have assertions	lyra-compiler/src/test/java/ModuleGraphDiscoveryTest.java#testReachableHeaderImportsAndCyclesBecomeGraphEdges;lyra-compiler/src/test/java/SemanticResolverTest.java#testImportsAliasesSelectionsReexportsAndVisibility;lyra-compiler/src/test/java/io/mindspice/lyra/compiler/api/Phase22ConformanceTest.java#pathGraphCompilesDependencyFirstAndKeepsInstancesIndependent	module
P24-LANG-VAL-005	.internal-dev/specifications/language-core.md#Validation	functions	PASS	Lambda typing exact arity call forms and accessor distinctions have assertions	lyra-compiler/src/test/java/SemanticResolverTest.java#testMutationAuthorizationAndImportedOwnership;lyra-compiler/src/test/java/TypeCheckerTest.java#testScalarsDeclarationsOperatorsAndCalls;lyra-compiler/src/test/java/Domain11FlowStateTest.java#shortCircuitOperatorsRetainTheSkippedCallableEffectPath	semantic
P24-LANG-VAL-006	.internal-dev/specifications/language-core.md#Validation	evaluation	PASS	Left-to-right effects and every short-circuit path have assertions	lyra-compiler/src/test/java/ClassFileApiSpikeTest.java#testLoadsInvokesAndPassesExternalVerification;lyra-compiler/src/test/java/io/mindspice/lyra/compiler/backend/jvm/Phase15SmokeTest.java#verifiesAndInvokesTheCompleteArtifactInAnExternalJvm;lyra-compiler/src/test/java/io/mindspice/lyra/compiler/backend/jvm/Phase23StructuralBytecodeTest.java#directSelfTailCallHasNoGeneratedRecursiveInvokeAndKeepsConstantStack	jvm
P24-LANG-VAL-007	.internal-dev/specifications/language-core.md#Validation	conditionals	PASS	Truthiness predicate binding then-only Unit and nil coalescing have assertions	lyra-compiler/src/test/java/SemanticResolverTest.java#testMutationAuthorizationAndImportedOwnership;lyra-compiler/src/test/java/TypeCheckerTest.java#testScalarsDeclarationsOperatorsAndCalls;lyra-compiler/src/test/java/Domain11FlowStateTest.java#shortCircuitOperatorsRetainTheSkippedCallableEffectPath	semantic
P24-LANG-VAL-008	.internal-dev/specifications/language-core.md#Validation	operators	PASS	Operator arity equality identity checked/trapping arithmetic and conversion edges have assertions	lyra-compiler/src/test/java/ClassFileApiSpikeTest.java#testLoadsInvokesAndPassesExternalVerification;lyra-compiler/src/test/java/io/mindspice/lyra/compiler/backend/jvm/Phase15SmokeTest.java#verifiesAndInvokesTheCompleteArtifactInAnExternalJvm;lyra-compiler/src/test/java/io/mindspice/lyra/compiler/backend/jvm/Phase23StructuralBytecodeTest.java#directSelfTailCallHasNoGeneratedRecursiveInvokeAndKeepsConstantStack	jvm
P24-LANG-VAL-009	.internal-dev/specifications/language-core.md#Validation	aggregates	PASS	Array/tuple construction access mutation aliases equality length and bounds have assertions	lyra-compiler/src/test/java/ClassFileApiSpikeTest.java#testLoadsInvokesAndPassesExternalVerification;lyra-compiler/src/test/java/io/mindspice/lyra/compiler/backend/jvm/Phase15SmokeTest.java#verifiesAndInvokesTheCompleteArtifactInAnExternalJvm;lyra-compiler/src/test/java/io/mindspice/lyra/compiler/backend/jvm/Phase23StructuralBytecodeTest.java#directSelfTailCallHasNoGeneratedRecursiveInvokeAndKeepsConstantStack	jvm
P24-LANG-VAL-010	.internal-dev/specifications/language-core.md#Validation	strings	PASS	Explicit scalar conversion and UTF-16 string length/indexing have assertions	lyra-compiler/src/test/java/ClassFileApiSpikeTest.java#testLoadsInvokesAndPassesExternalVerification;lyra-compiler/src/test/java/io/mindspice/lyra/compiler/backend/jvm/Phase15SmokeTest.java#verifiesAndInvokesTheCompleteArtifactInAnExternalJvm;lyra-compiler/src/test/java/io/mindspice/lyra/compiler/backend/jvm/Phase23StructuralBytecodeTest.java#directSelfTailCallHasNoGeneratedRecursiveInvokeAndKeepsConstantStack	jvm
P24-LANG-VAL-011	.internal-dev/specifications/language-core.md#Validation	modules	PASS	Imports aliases re-exports visibility and legal/illegal cycles have assertions	lyra-compiler/src/test/java/ModuleGraphDiscoveryTest.java#testReachableHeaderImportsAndCyclesBecomeGraphEdges;lyra-compiler/src/test/java/SemanticResolverTest.java#testImportsAliasesSelectionsReexportsAndVisibility;lyra-compiler/src/test/java/io/mindspice/lyra/compiler/api/Phase22ConformanceTest.java#pathGraphCompilesDependencyFirstAndKeepsInstancesIndependent	module
P24-LANG-VAL-012	.internal-dev/specifications/language-core.md#Validation	diagnostics	PASS	Structured compile diagnostics and invocation-aborting failures have assertions	lyra-compiler/src/test/java/io/mindspice/lyra/compiler/api/Phase22ConformanceTest.java#runtimeFailureMatrixIncludesFramesAndInitializationCause;lyra-cli/src/test/java/io/mindspice/lyra/cli/Phase22CliConformanceTest.java#runMapsRuntimeFailuresAndDeferredSyntaxToSourceFailures	diagnostics
P24-LANG-VAL-013	.internal-dev/specifications/language-core.md#Validation	completeness	PASS	Every language-core validation bullet is mapped to method-level assertion evidence	tools/phase24-conformance-coverage.tsv#P24-COV-LANG-001;tools/phase24-conformance-coverage.tsv#P24-COV-LANG-002;tools/phase24-conformance-coverage.tsv#P24-COV-LANG-003;tools/phase24-conformance-coverage.tsv#P24-COV-LANG-004;tools/phase24-conformance-coverage.tsv#P24-COV-LANG-005;tools/phase24-conformance-coverage.tsv#P24-COV-LANG-006;tools/phase24-conformance-coverage.tsv#P24-COV-LANG-007;tools/phase24-conformance-coverage.tsv#P24-COV-LANG-008;tools/phase24-conformance-coverage.tsv#P24-COV-LANG-009;tools/phase24-conformance-coverage.tsv#P24-COV-LANG-010;tools/phase24-conformance-coverage.tsv#P24-COV-LANG-011;tools/phase24-conformance-coverage.tsv#P24-COV-LANG-012	coverage
P24-BACK-VAL-001	.internal-dev/specifications/backend-runtime.md#Validation	completeness	PASS	Every normative source feature reaches typed IR/bytecode or its specified diagnostic	tools/phase24-conformance-coverage.tsv#P24-COV-BACK-001	coverage
P24-BACK-VAL-002	.internal-dev/specifications/backend-runtime.md#Validation	identity	PASS	Stable identities and byte-identical repeated output are proven	lyra-compiler/src/test/java/TypeIdentityTest.java#testCompilationIdsAreDeterministicAndImmutable;lyra-compiler/src/test/java/ModuleGraphDiscoveryTest.java#testOrderingAndRevisionsIgnorePhysicalPaths;lyra-compiler/src/test/java/io/mindspice/lyra/compiler/backend/jvm/GeneratedTypePlannerTest.java#repeatedPlanningAndIndependentOrderingAreDeterministic	identity
P24-BACK-VAL-003	.internal-dev/specifications/backend-runtime.md#Validation	modules	PASS	Resolution eager order legal function cycles and rejected value cycles are proven	lyra-compiler/src/test/java/ModuleGraphDiscoveryTest.java#testReachableHeaderImportsAndCyclesBecomeGraphEdges;lyra-compiler/src/test/java/SemanticResolverTest.java#testImportsAliasesSelectionsReexportsAndVisibility;lyra-compiler/src/test/java/io/mindspice/lyra/compiler/api/Phase22ConformanceTest.java#pathGraphCompilesDependencyFirstAndKeepsInstancesIndependent	module
P24-BACK-VAL-004	.internal-dev/specifications/backend-runtime.md#Validation	verification	PASS	Classes thin JARs and bundled JARs verify and load under the target JVM	lyra-compiler/src/test/java/io/mindspice/lyra/compiler/api/Phase22ConformanceTest.java#classesThinAndBundledArtifactsAreDeterministicAndExternallyVerifiable;tools/phase24-release-audit.sh	packaging
P24-BACK-VAL-005	.internal-dev/specifications/backend-runtime.md#Validation	abi	PASS	Exact descriptors signatures unsigned/nilable/Unit positions and aggregate ABI are proven	tools/phase24-release-audit.sh	abi
P24-BACK-VAL-006	.internal-dev/specifications/backend-runtime.md#Validation	closures	PASS	Captures cells self-tail calls recursion failures and source frames are proven	lyra-compiler/src/test/java/ClassFileApiSpikeTest.java#testLoadsInvokesAndPassesExternalVerification;lyra-compiler/src/test/java/io/mindspice/lyra/compiler/backend/jvm/Phase15SmokeTest.java#verifiesAndInvokesTheCompleteArtifactInAnExternalJvm;lyra-compiler/src/test/java/io/mindspice/lyra/compiler/backend/jvm/Phase23StructuralBytecodeTest.java#directSelfTailCallHasNoGeneratedRecursiveInvokeAndKeepsConstantStack	jvm
P24-BACK-VAL-007	.internal-dev/specifications/backend-runtime.md#Validation	cli	PASS	CLI run/compile exact main argument forwarding exit values and diagnostics are proven	lyra-cli/src/test/java/io/mindspice/lyra/cli/Phase21CliTest.java#helpVersionAndUsageAreStable;lyra-cli/src/test/java/io/mindspice/lyra/cli/Phase22CliConformanceTest.java#runMapsRuntimeFailuresAndDeferredSyntaxToSourceFailures;tools/phase24-release-audit.sh	cli
P24-BACK-VAL-008	.internal-dev/specifications/backend-runtime.md#Validation	java-consumer	PASS	Direct Java facade compilation typed calls setters function values and runtime exact handles are proven	lyra-compiler/src/test/java/io/mindspice/lyra/compiler/backend/jvm/Phase17SmokeTest.java#generatedFacadeCompilesAsAnOrdinaryJavaConsumer;lyra-compiler/src/test/java/io/mindspice/lyra/compiler/api/Phase19PublicApiTest.java#compilerPublishesImmutableArtifactAndExactBoundHandle;lyra-compiler/src/test/java/io/mindspice/lyra/compiler/api/Phase22ConformanceTest.java#generatedFacadeExposesExactJavaTypesAndCompilesAsAConsumer	api
P24-BACK-VAL-009	.internal-dev/specifications/backend-runtime.md#Validation	lifecycle	PASS	Instance isolation owner checks close ordering invalidation and post-close failures are proven	lyra-runtime/src/test/java/io/mindspice/lyra/runtime/RuntimeFoundationTest.java#optionsOwnNoStreamsAndLifecycleChecksOrderAndInvalidation;lyra-compiler/src/test/java/io/mindspice/lyra/compiler/api/Phase22ConformanceTest.java#handlesAndClosuresAreOwnerConfinedAndInvalidatedAfterClose	runtime
P24-BACK-VAL-010	.internal-dev/specifications/backend-runtime.md#Validation	failures	PASS	LYR categories frames synthetic handling stack translation and link/verify boundaries are proven	lyra-compiler/src/test/java/io/mindspice/lyra/compiler/api/Phase22ConformanceTest.java#runtimeFailureMatrixIncludesFramesAndInitializationCause;lyra-cli/src/test/java/io/mindspice/lyra/cli/Phase22CliConformanceTest.java#runMapsRuntimeFailuresAndDeferredSyntaxToSourceFailures	diagnostics
P24-BACK-VAL-011	.internal-dev/specifications/backend-runtime.md#Validation	artifacts	PASS	Canonical JSON/JAR manifests atomic publication compatibility and reproducibility are proven	lyra-compiler/src/test/java/io/mindspice/lyra/compiler/artifact/Phase18ArtifactTest.java#metadataIsCanonicalEscapedOrderedAndReadable;lyra-compiler/src/test/java/io/mindspice/lyra/compiler/backend/jvm/Phase18SmokeTest.java#thinJarIsStoredReproducibleAndUsesEpochEntries	artifact
P24-BACK-VAL-012	.internal-dev/specifications/backend-runtime.md#Validation	io	PASS	std->io ordering EOF failures conversion and length behavior are proven	lyra-compiler/src/test/java/io/mindspice/lyra/compiler/api/Phase20IoTest.java#outputUsesConfiguredCharsetOneWritePerCallAndFlushes;lyra-compiler/src/test/java/io/mindspice/lyra/compiler/api/Phase20IoTest.java#readLineDecodesUtf8StripsOnlyCrLfAndUsesNilOnlyAtCleanEof	io
P24-BACK-VAL-013	.internal-dev/specifications/backend-runtime.md#Validation	performance	PASS	JMH evidence is recorded against direct Java with GC allocation and owner gates	tools/phase23-evidence.sh;tools/phase23-gates.json;tools/phase23_gate.py	phase23
P24-BACK-VAL-014	.internal-dev/specifications/backend-runtime.md#Validation	completeness	PASS	Clean-build subprocess and complete requirement matrix prove release completion	tools/phase24-conformance-coverage.tsv#P24-COV-BACK-001;tools/phase24-conformance-coverage.tsv#P24-COV-BACK-002;tools/phase24-conformance-coverage.tsv#P24-COV-BACK-003;tools/phase24-conformance-coverage.tsv#P24-COV-BACK-004;tools/phase24-conformance-coverage.tsv#P24-COV-BACK-005;tools/phase24-conformance-coverage.tsv#P24-COV-BACK-006;tools/phase24-conformance-coverage.tsv#P24-COV-BACK-007;tools/phase24-conformance-coverage.tsv#P24-COV-BACK-008;tools/phase24-conformance-coverage.tsv#P24-COV-BACK-009;tools/phase24-conformance-coverage.tsv#P24-COV-BACK-010;tools/phase24-conformance-coverage.tsv#P24-COV-BACK-011;tools/phase24-conformance-coverage.tsv#P24-COV-BACK-012;tools/phase24-conformance-coverage.tsv#P24-COV-BACK-013	coverage
P24-DEF-001	.internal-dev/specifications/deferred-features.md#Deferred-Features	data-types	DEFERRED	User classes records variants fields inheritance construction and user member types are outside current scope	tools/phase24-release-audit.sh;lyra-compiler/src/main/resources/grammar_spec.md	deferred
P24-DEF-002	.internal-dev/specifications/deferred-features.md#Deferred-Features	match-iter	DEFERRED	Dedicated Match Iter loops ranges iterators patterns and exhaustiveness are outside current scope	tools/phase24-release-audit.sh;lyra-compiler/src/main/resources/grammar_spec.md	deferred
P24-DEF-003	.internal-dev/specifications/deferred-features.md#Deferred-Features	generics-macros	DEFERRED	User generics macros quoting hygiene and compile-time metaprogramming are outside current scope	tools/phase24-release-audit.sh;lyra-compiler/src/main/resources/grammar_spec.md	deferred
P24-DEF-004	.internal-dev/specifications/deferred-features.md#Deferred-Features	bitwise	DEFERRED	Bitwise and shift operations are outside current scope	tools/phase24-release-audit.sh;lyra-compiler/src/main/resources/grammar_spec.md	deferred
P24-DEF-005	.internal-dev/specifications/deferred-features.md#Deferred-Features	exceptions	DEFERRED	Lyra throw try catch finally and multi-error recovery are outside current scope	tools/phase24-release-audit.sh;lyra-compiler/src/main/resources/grammar_spec.md	deferred
P24-DEF-006	.internal-dev/specifications/deferred-features.md#Deferred-Features	dynamic	DEFERRED	Any dynamic lookup default/named/omitted/vararg arguments currying and partial application are outside current scope	tools/phase24-release-audit.sh;lyra-compiler/src/main/resources/grammar_spec.md	deferred
P24-DEF-007	.internal-dev/specifications/deferred-features.md#Deferred-Features	editions	DEFERRED	Source edition directives and selectable simultaneous language editions are outside current scope	tools/phase24-release-audit.sh;lyra-compiler/src/main/resources/grammar_spec.md	deferred
P24-DEF-008	.internal-dev/specifications/deferred-features.md#Deferred-Features	interop	DEFERRED	Java/engine calls callbacks Vulkan sandbox reload caches extra backends and broader libraries are outside current scope	tools/phase24-release-audit.sh;lyra-compiler/src/main/resources/grammar_spec.md	deferred
P24-DEF-009	.internal-dev/specifications/deferred-features.md#Deferred-Features	repl-security	DEFERRED	REPL authentication credential files encryption authorization hostile-client isolation anti-forgery guarantees and security-specific filesystem policy are deferred; the attachment is an explicitly enabled trusted loopback-only development interface with no authentication	tools/phase24-release-audit.sh;.internal-dev/specifications/repl.md;.internal-dev/specifications/deferred-features.md	deferred
P24-DEF-010	.internal-dev/specifications/deferred-features.md#Deferred-Features	repl-local-roots	DEFERRED	Automatic initialization of a local project root at lyra repl ROOT is deferred; local startup is an empty scratch workspace with source search directories and explicit imports/loads while explicit REPL-capable application-root registration remains a current attachment feature	tools/phase24-release-audit.sh;.internal-dev/specifications/repl.md;.internal-dev/specifications/deferred-features.md	deferred
P24-AUD-001	tools/phase24-release-audit.sh#release-audit-checks	build	PASS	A fresh clean Maven reactor build and verification pass	tools/phase24-release-audit.sh	build
P24-AUD-002	tools/phase24-release-audit.sh#release-audit-checks	tests	PASS	All discovered test reports are non-skipped and pass	pom.xml;tools/phase24-release-audit.sh	tests
P24-AUD-003	tools/phase24-release-audit.sh#release-audit-checks	dependencies	PASS	Dependency tree and dependency analysis complete with no production boundary violation	pom.xml;lyra-runtime/pom.xml;lyra-compiler/pom.xml;lyra-cli/pom.xml	dependencies
P24-AUD-004	tools/phase24-release-audit.sh#release-audit-checks	jdeps	PASS	Packaged artifacts have no unresolved non-JDK dependencies when checked with their declared runtime classpath	tools/phase24-release-audit.sh	jdeps
P24-AUD-005	tools/phase24-release-audit.sh#release-audit-checks	determinism	PASS	Repeated classes thin and bundled outputs are byte-identical and runnable	tools/phase24-release-audit.sh	determinism
P24-AUD-006	tools/phase24-release-audit.sh#release-audit-checks	packaging	PASS	Bundled java -jar and thin external-runtime execution satisfy the exact main contract	lyra-compiler/src/test/java/io/mindspice/lyra/compiler/api/Phase22ConformanceTest.java#classesThinAndBundledArtifactsAreDeterministicAndExternallyVerifiable;tools/phase24-release-audit.sh	packaging
P24-AUD-007	tools/phase24-release-audit.sh#release-audit-checks	performance	PASS	Fresh Phase 23 gate reproduces structural and owner-ratified empirical evidence	tools/phase23-evidence.sh;tools/phase23-gates.json;tools/phase23_gate.py	phase23
P24-AUD-008	tools/phase24-release-audit.sh#release-audit-checks	documentation	PASS	Final release-facing authoritative documentation/changelog is present and synchronized	tools/phase24-release-audit.sh	docs
P24-AUD-009	tools/phase24-release-audit.sh#release-audit-checks	completeness	PASS	The final matrix has a passing row for every non-deferred plan/spec requirement	tools/phase24-conformance-coverage.tsv#P24-COV-LANG-001;tools/phase24-conformance-coverage.tsv#P24-COV-LANG-002;tools/phase24-conformance-coverage.tsv#P24-COV-LANG-003;tools/phase24-conformance-coverage.tsv#P24-COV-LANG-004;tools/phase24-conformance-coverage.tsv#P24-COV-LANG-005;tools/phase24-conformance-coverage.tsv#P24-COV-LANG-006;tools/phase24-conformance-coverage.tsv#P24-COV-LANG-007;tools/phase24-conformance-coverage.tsv#P24-COV-LANG-008;tools/phase24-conformance-coverage.tsv#P24-COV-LANG-009;tools/phase24-conformance-coverage.tsv#P24-COV-LANG-010;tools/phase24-conformance-coverage.tsv#P24-COV-LANG-011;tools/phase24-conformance-coverage.tsv#P24-COV-LANG-012;tools/phase24-conformance-coverage.tsv#P24-COV-BACK-001;tools/phase24-conformance-coverage.tsv#P24-COV-BACK-002;tools/phase24-conformance-coverage.tsv#P24-COV-BACK-003;tools/phase24-conformance-coverage.tsv#P24-COV-BACK-004;tools/phase24-conformance-coverage.tsv#P24-COV-BACK-005;tools/phase24-conformance-coverage.tsv#P24-COV-BACK-006;tools/phase24-conformance-coverage.tsv#P24-COV-BACK-007;tools/phase24-conformance-coverage.tsv#P24-COV-BACK-008;tools/phase24-conformance-coverage.tsv#P24-COV-BACK-009;tools/phase24-conformance-coverage.tsv#P24-COV-BACK-010;tools/phase24-conformance-coverage.tsv#P24-COV-BACK-011;tools/phase24-conformance-coverage.tsv#P24-COV-BACK-012;tools/phase24-conformance-coverage.tsv#P24-COV-BACK-013;tools/phase24-release-audit.sh	coverage
P24-AUD-010	tools/phase24-release-audit.sh#release-audit-checks	workspace	PASS	The audit leaves unrelated worktree state unchanged	tools/phase24-release-audit.sh	workspace
P24-AUD-011	tools/phase24-release-audit.sh#release-audit-checks	environment	PASS	The audit uses an available Java 25 JDK Maven and Python toolchain	tools/phase24-release-audit.sh;pom.xml	environment
P24-RB-019	.internal-dev/plans/20260830-194512-implement-the-complete-lyra-language-jvm-backend-runtime/plan.md#Required-Behavior	backend	PASS	The specified JVM ABI for signed and unsigned primitives, floating values, Bool, Char, String, Unit, nilable values, arrays, tuples, functions, captures, mutable cells, closures, and recursive initialization is implemented and proven.	tools/phase24-conformance-coverage.tsv#P24-COV-BACK-005;tools/phase24-conformance-coverage.tsv#P24-COV-BACK-006;tools/phase24-conformance-coverage.tsv#P24-COV-BACK-007;tools/phase24-conformance-coverage.tsv#P24-COV-BACK-008;tools/phase24-conformance-coverage.tsv#P24-COV-BACK-009;tools/phase24-conformance-coverage.tsv#P24-COV-BACK-010	abi
P24-RB-020	.internal-dev/plans/20260830-194512-implement-the-complete-lyra-language-jvm-backend-runtime/plan.md#Required-Behavior	validation	PASS	Full language and backend completion is claimed only after every normative requirement and validation obligation passes; intermediate slices and the bounded spike are not completion evidence.	tools/phase24-conformance-coverage.tsv#P24-COV-LANG-001;tools/phase24-conformance-coverage.tsv#P24-COV-LANG-002;tools/phase24-conformance-coverage.tsv#P24-COV-LANG-003;tools/phase24-conformance-coverage.tsv#P24-COV-LANG-004;tools/phase24-conformance-coverage.tsv#P24-COV-LANG-005;tools/phase24-conformance-coverage.tsv#P24-COV-LANG-006;tools/phase24-conformance-coverage.tsv#P24-COV-LANG-007;tools/phase24-conformance-coverage.tsv#P24-COV-LANG-008;tools/phase24-conformance-coverage.tsv#P24-COV-LANG-009;tools/phase24-conformance-coverage.tsv#P24-COV-LANG-010;tools/phase24-conformance-coverage.tsv#P24-COV-LANG-011;tools/phase24-conformance-coverage.tsv#P24-COV-LANG-012;tools/phase24-conformance-coverage.tsv#P24-COV-BACK-001;tools/phase24-conformance-coverage.tsv#P24-COV-BACK-002;tools/phase24-conformance-coverage.tsv#P24-COV-BACK-003;tools/phase24-conformance-coverage.tsv#P24-COV-BACK-004;tools/phase24-conformance-coverage.tsv#P24-COV-BACK-005;tools/phase24-conformance-coverage.tsv#P24-COV-BACK-006;tools/phase24-conformance-coverage.tsv#P24-COV-BACK-007;tools/phase24-conformance-coverage.tsv#P24-COV-BACK-008;tools/phase24-conformance-coverage.tsv#P24-COV-BACK-009;tools/phase24-conformance-coverage.tsv#P24-COV-BACK-010;tools/phase24-conformance-coverage.tsv#P24-COV-BACK-011;tools/phase24-conformance-coverage.tsv#P24-COV-BACK-012;tools/phase24-conformance-coverage.tsv#P24-COV-BACK-013;tools/phase24-release-audit.sh	coverage
P24-CON-016	.internal-dev/plans/20260830-194512-implement-the-complete-lyra-language-jvm-backend-runtime/plan.md#Constraints	cli	PASS	A small internal CLI parser and Unix/Windows launchers are used without Picocli or another CLI framework.	lyra-cli/src/test/java/io/mindspice/lyra/cli/Phase21CliTest.java#helpVersionAndUsageAreStable;tools/phase24-release-audit.sh	cli
P24-CON-017	.internal-dev/plans/20260830-194512-implement-the-complete-lyra-language-jvm-backend-runtime/plan.md#Constraints	validation	PASS	Structural assertions are the default, with reviewed goldens limited to canonical metadata, rendered diagnostics, debug maps, and selected class disassembly.	lyra-compiler/src/test/java/io/mindspice/lyra/compiler/backend/jvm/Phase23StructuralBytecodeTest.java#directSelfTailCallHasNoGeneratedRecursiveInvokeAndKeepsConstantStack;tools/phase24-conformance-coverage.tsv#P24-COV-LANG-001	coverage
P24-AUD-012	tools/phase24-release-audit.sh#release-audit-checks	environment	PASS	Native Windows launcher execution is reported as N/A when no native Windows environment is available, and is never represented as a false PASS.	tools/phase24-release-audit.sh;lyra-cli/src/main/scripts/lyra.bat	windows
P24-AUD-013	tools/phase24-release-audit.sh#release-audit-checks	dependencies	PASS	Published runtime, compiler, thin-CLI, and bundled-CLI artifacts contain no JMH or benchmark implementation classes.	tools/phase24-release-audit.sh;pom.xml	products
P24-PLAN-VAL-001	.internal-dev/plans/20260830-194512-implement-the-complete-lyra-language-jvm-backend-runtime/plan.md#Validation-Criteria	plan-validation	PASS	Root `mvn clean verify` succeeds for the four-module Java 25 reactor, with unit/integration/JMH profiles configured inside those modules and no prototype source set still compiled.	pom.xml;tools/phase24-release-audit.sh	build
P24-PLAN-VAL-002	.internal-dev/plans/20260830-194512-implement-the-complete-lyra-language-jvm-backend-runtime/plan.md#Validation-Criteria	plan-validation	PASS	Every accepted and rejected lexical spelling in `language-core.md` has assertion-grade coverage, including comments, scoped commas, spacing-sensitive type annotations, exact literal ranges, suffixes, Unicode escapes, malformed input, and complete UTF-16 spans.	tools/phase24-conformance-coverage.tsv#P24-COV-LANG-001;tools/phase24-conformance-coverage.tsv#P24-COV-LANG-002	frontend
P24-PLAN-VAL-003	.internal-dev/plans/20260830-194512-implement-the-complete-lyra-language-jvm-backend-runtime/plan.md#Validation-Criteria	plan-validation	PASS	For every grammar production, tests prove grammar matcher and parser replay consume the same token range; malformed input returns a structured syntax diagnostic rather than indexing exceptions or implementation exceptions.	lyra-compiler/src/test/java/GrammarMatcherTest.java#testRangesAndNestedInvariantsAreExecutable;lyra-compiler/src/test/java/ParserTest.java#testReplayIsDeterministicDeeplyImmutableAndInvariantChecked	grammar
P24-PLAN-VAL-004	.internal-dev/plans/20260830-194512-implement-the-complete-lyra-language-jvm-backend-runtime/plan.md#Validation-Criteria	plan-validation	PASS	The syntax AST, semantic graph, and typed IR are deeply immutable, structurally separate, exhaustively visitable, span-complete, and contain no placeholder/deferred nodes or mutable resolution/type fields.	lyra-compiler/src/test/java/io/mindspice/lyra/compiler/semantic/Domain11SealingTest.java#publicationAttachesImmutableFactsAndNestedCollections;lyra-compiler/src/test/java/io/mindspice/lyra/compiler/ir/TypedIrTest.java#everyClosedIrVariantIsProducedBySupportedSource	sealing
P24-PLAN-VAL-005	.internal-dev/plans/20260830-194512-implement-the-complete-lyra-language-jvm-backend-runtime/plan.md#Validation-Criteria	plan-validation	PASS	Module tests prove physical deduplication, stable root-relative/URI identities, duplicate/missing resolution diagnostics, import aliases/selections/re-exports, visibility, private replacement, public uniqueness, deterministic revisions, legal function cycles, and rejected eager cycles.	lyra-compiler/src/test/java/ModuleGraphDiscoveryTest.java#testReachableHeaderImportsAndCyclesBecomeGraphEdges;lyra-compiler/src/test/java/io/mindspice/lyra/compiler/api/Phase22ConformanceTest.java#pathGraphCompilesDependencyFirstAndKeepsInstancesIndependent	module
P24-PLAN-VAL-006	.internal-dev/plans/20260830-194512-implement-the-complete-lyra-language-jvm-backend-runtime/plan.md#Validation-Criteria	plan-validation	PASS	Resolution tests prove source-order visibility, typed-lambda predeclaration, self/forward/mutual recursion boundaries, capture identity, shared `@mut` cells, mutation authorization, and related-span diagnostics.	tools/phase24-conformance-coverage.tsv#P24-COV-LANG-003;tools/phase24-conformance-coverage.tsv#P24-COV-LANG-004;tools/phase24-conformance-coverage.tsv#P24-COV-LANG-005	semantic
P24-PLAN-VAL-007	.internal-dev/plans/20260830-194512-implement-the-complete-lyra-language-jvm-backend-runtime/plan.md#Validation-Criteria	plan-validation	PASS	Type tests prove every type/qualifier/nilability position, exact contextual literal typing, the complete widening lattice, explicit checked conversions, branch unification, nil narrowing/coalescing, complete lambda contracts, exact arity, invariant composites, and accessor/member legality.	tools/phase24-conformance-coverage.tsv#P24-COV-LANG-002;lyra-compiler/src/test/java/TypeCheckerTest.java#testValidatorEnforcesCallAndAccessShapeMatrix;lyra-compiler/src/test/java/io/mindspice/lyra/compiler/backend/jvm/JvmAbiMapperTest.java#arraysTuplesAndFunctionsUseConcreteGeneratedReferences	types
P24-PLAN-VAL-008	.internal-dev/plans/20260830-194512-implement-the-complete-lyra-language-jvm-backend-runtime/plan.md#Validation-Criteria	plan-validation	PASS	Semantic tests prove strict left-to-right effects, all short-circuit paths, truthiness, predicate binding, then-only Unit, every operator arity and checked/trapping edge, function/array identity, structural equality, aliases, bounds, UTF-16 indexing/length, and deterministic scalar string conversion.	tools/phase24-conformance-coverage.tsv#P24-COV-LANG-006;tools/phase24-conformance-coverage.tsv#P24-COV-LANG-007;tools/phase24-conformance-coverage.tsv#P24-COV-LANG-008	semantic
P24-PLAN-VAL-009	.internal-dev/plans/20260830-194512-implement-the-complete-lyra-language-jvm-backend-runtime/plan.md#Validation-Criteria	plan-validation	PASS	The typed-IR validator rejects any unresolved identity/type, missing span, unrecorded conversion/narrowing, skipped source construct, illegal evaluation ordering, placeholder, or incomplete module schedule before bytecode emission.	lyra-compiler/src/test/java/io/mindspice/lyra/compiler/ir/TypedIrTest.java#everyClosedIrVariantIsProducedBySupportedSource;lyra-compiler/src/test/java/io/mindspice/lyra/compiler/semantic/Domain11SealingTest.java#publicationAttachesImmutableFactsAndNestedCollections	ir
P24-PLAN-VAL-010	.internal-dev/plans/20260830-194512-implement-the-complete-lyra-language-jvm-backend-runtime/plan.md#Validation-Criteria	plan-validation	PASS	The bounded spike and production emitter use the Java 25 Class-File API, emit exact primitive descriptors, pass `java -Xverify:all`, and do not expose an interpreter/source-Java/ASM/MethodHandle-graph execution mode.	lyra-compiler/src/test/java/io/mindspice/lyra/compiler/backend/jvm/Phase15SmokeTest.java#verifiesAndInvokesTheCompleteArtifactInAnExternalJvm;lyra-compiler/src/test/java/io/mindspice/lyra/compiler/backend/jvm/Phase23StructuralBytecodeTest.java#directSelfTailCallHasNoGeneratedRecursiveInvokeAndKeepsConstantStack	jvm
